position_api,position_calculated,title,publication,authors,self_citation_status,matched_text,link,data_cid
9,89,"Molecular biological, physiological, cytological, and epigenetic mechanisms of environmental sex differentiation in teleosts: A systematic review","Y Yu, M Chen, ZG Shen - Ecotoxicology and Environmental Safety, 2023 - Elsevier",Y Yu; M Chen; ZG Shen,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0147651323011582,fre99AguE1EJ
10,90,Pituitary gland development and disease: from stem cell to hormone production,"SW Davis, BS Ellsworth, MIP Millan, P Gergics… - Current topics in …, 2013 - Elsevier",SW Davis; BS Ellsworth; MIP Millan; P Gergics…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/B9780124160217000018,g0h4t2mEmxYJ
11,91,Morphology and Physiology of the Ovary,"CJ Williams, GF Erickson - Endotext [Internet], 2012 - ncbi.nlm.nih.gov",CJ Williams; GF Erickson,NO AUTOCITA,,https://www.ncbi.nlm.nih.gov/books/NBK278951/,xLtuUg4z8AIJ
12,92,Molecular players involved in temperature-dependent sex determination and sex differentiation in Teleost fish,"ZG Shen, HP Wang - Genetics Selection Evolution, 2014 - Springer",ZG Shen; HP Wang,NO AUTOCITA,,https://link.springer.com/article/10.1186/1297-9686-46-26,YexmwbsU_aAJ
13,93,Sex determination and gonadal sex differentiation in the chicken model,"CE Hirst, AT Major, CA Smith - International Journal of …, 2018 - scholar.archive.org",CE Hirst; AT Major; CA Smith,NO AUTOCITA,,https://scholar.archive.org/work/bwtumvy7mvhh7b4vxziqvrzr7a/access/wayback/http://pdfs.semanticscholar.org/49bb/826fff3696ee060fc6cfa4dc62ea8fbfdf5f.pdf,H_sq5Q0Xq4wJ
14,94,Polycomb repressive complex 1 modulates granulosa cell proliferation in early folliculogenesis to support female reproduction,"M Gao, T Zhang, T Chen, Z Chen, Z Zhu, Y Wen… - …, 2024 - pmc.ncbi.nlm.nih.gov",M Gao; T Zhang; T Chen; Z Chen; Z Zhu; Y Wen…,NO AUTOCITA,,https://pmc.ncbi.nlm.nih.gov/articles/PMC10879878/,e0D5xSjV5HgJ
15,95,Sex determination and maintenance: the role of DMRT1 and FOXL2,"S Huang, L Ye, H Chen - Asian journal of andrology, 2017 - journals.lww.com",S Huang; L Ye; H Chen,NO AUTOCITA,,https://journals.lww.com/ajandrology/fulltext/2017/19060/Sex_determination_and_maintenance__the_role_of.2.aspx,E1qVsdI8UlcJ
16,96,"Disorders of sex development—novel regulators, impacts on fertility, and options for fertility preservation","NL Gomes, T Chetty, A Jorgensen… - International Journal of …, 2020 - mdpi.com",NL Gomes; T Chetty; A Jorgensen…,NO AUTOCITA,,https://www.mdpi.com/1422-0067/21/7/2282,wRH0PSu5lggJ
17,97,"Women's health, hormonal balance, and personal autonomy","I Segarra, M Menárguez, MV Roqué - Frontiers in medicine, 2023 - frontiersin.org",I Segarra; M Menárguez; MV Roqué,NO AUTOCITA,,https://www.frontiersin.org/journals/medicine/articles/10.3389/fmed.2023.1167504/full,Sv1BLd3-ywUJ
18,98,The genetics and biology of FOXL2,"EJ Tucker - Sexual Development, 2022 - karger.com",EJ Tucker,NO AUTOCITA,,https://karger.com/sxd/article/16/2-3/184/827012,11aSajcxU-sJ
19,99,Prenatal exposure to diethylstilbestrol has multigenerational effects on folliculogenesis,"RE Rogers, KA Fowler, AJ Pask, DM Mattiske - Scientific Reports, 2024 - nature.com",RE Rogers; KA Fowler; AJ Pask; DM Mattiske,NO AUTOCITA,,https://www.nature.com/articles/s41598-024-81093-8,t6FDFldN1DcJ
20,100,MicroRNA-133b stimulates ovarian estradiol synthesis by targeting Foxl2,"A Dai, H Sun, T Fang, Q Zhang, S Wu, Y Jiang, L Ding… - FEBS letters, 2013 - Elsevier",A Dai; H Sun; T Fang; Q Zhang; S Wu; Y Jiang; L Ding…,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S001457931300481X,81SdGgLGW4EJ
1,101,Adult-type granulosa cell tumor of the ovary,"X Li, B Tian, M Liu, C Miao… - American journal of …, 2022 - pmc.ncbi.nlm.nih.gov",X Li; B Tian; M Liu; C Miao…,NO AUTOCITA,,https://pmc.ncbi.nlm.nih.gov/articles/PMC9442026/,L57sQKQleVYJ
2,102,Ovarian follicle development and transgenic mouse models,"KR Barnett, C Schilling, CR Greenfeld… - Human reproduction …, 2006 - academic.oup.com",KR Barnett; C Schilling; CR Greenfeld…,NO AUTOCITA,,https://academic.oup.com/humupd/article-abstract/12/5/537/777313,bZbdrdIWjgsJ
3,103,Molecular mechanisms of pituitary organogenesis: in search of novel regulatory genes,"SW Davis, F Castinetti, LR Carvalho… - Molecular and cellular …, 2010 - Elsevier",SW Davis; F Castinetti; LR Carvalho,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0303720709006200,d2L1HRZQ6SAJ
4,104,Transdifferentiation of differentiated ovary into functional testis by long-term treatment of aromatase inhibitor in Nile tilapia,"LN Sun, XL Jiang, QP Xie, J Yuan, BF Huang… - …, 2014 - academic.oup.com",LN Sun; XL Jiang; QP Xie; J Yuan; BF Huang…,NO AUTOCITA,,https://academic.oup.com/endo/article-abstract/155/4/1476/2423410,ApT1AIWAhx8J
5,105,FOXL2 interaction with different binding partners regulates the dynamics of ovarian development,"R Migale, M Neumann, R Mitter, MR Rafiee… - Science …, 2024 - science.org",R Migale; M Neumann; R Mitter; MR Rafiee,NO AUTOCITA,,https://www.science.org/doi/abs/10.1126/sciadv.adl0788,e9aBnW1UX-MJ
6,106,Regulatory impact factors: unraveling the transcriptional regulation of complex traits from expression data,"A Reverter, NJ Hudson, SH Nagaraj… - …, 2010 - academic.oup.com",A Reverter; NJ Hudson; SH Nagaraj,NO AUTOCITA,,https://academic.oup.com/bioinformatics/article-abstract/26/7/896/212064,lYJWvAPapRcJ
7,107,Mechanisms controlling germline cyst breakdown and primordial follicle formation,"C Wang, B Zhou, G Xia - Cellular and Molecular Life Sciences, 2017 - Springer",C Wang; B Zhou; G Xia,NO AUTOCITA,,https://link.springer.com/article/10.1007/s00018-017-2480-6,xXfYYZcPWVQJ
8,108,HIF1 driven transcriptional activity regulates steroidogenesis and proliferation of bovine granulosa cells,"VS Baddela, A Sharma, M Michaelis, J Vanselow - Scientific reports, 2020 - nature.com",VS Baddela; A Sharma; M Michaelis; J Vanselow,NO AUTOCITA,,https://www.nature.com/articles/s41598-020-60935-1,kAm8ZaL--3IJ
9,109,Suppression of Notch signaling in the neonatal mouse ovary decreases primordial follicle formation,"DJ Trombly, TK Woodruff, KE Mayo - Endocrinology, 2009 - academic.oup.com",DJ Trombly; TK Woodruff; KE Mayo,NO AUTOCITA,,https://academic.oup.com/endo/article-abstract/150/2/1014/2455733,RJ1XaJH_5z8J
10,110,Constitutively active Foxo3 in oocytes preserves ovarian reserve in mice,"E Pelosi, S Omari, M Michel, J Ding, T Amano… - Nature …, 2013 - nature.com",E Pelosi; S Omari; M Michel; J Ding; T Amano…,NO AUTOCITA,,https://www.nature.com/articles/ncomms2861,eyqBqY-PJvcJ
11,111,Becoming female: Ovarian differentiation from an evolutionary perspective,"B Nicol, MA Estermann, HHC Yao… - Frontiers in Cell and …, 2022 - frontiersin.org",B Nicol; MA Estermann; HHC Yao,NO AUTOCITA,,https://www.frontiersin.org/journals/cell-and-developmental-biology/articles/10.3389/fcell.2022.944776/full,dUmo1SpqhVsJ
12,112,Sex determination and sexual differentiation in the avian model,"J Chue, CA Smith - The FEBS journal, 2011 - Wiley Online Library",J Chue; CA Smith,NO AUTOCITA,,https://febs.onlinelibrary.wiley.com/doi/abs/10.1111/j.1742-4658.2011.08032.x,wjBP1Tp1fuAJ
13,113,"Identification of male-specific amh duplication, sexually differentially expressed genes and microRNAs at early embryonic development of Nile tilapia (Oreochromis …","O Eshel, A Shirak, L Dor, M Band, T Zak… - BMC genomics, 2014 - Springer",O Eshel; A Shirak; L Dor; M Band; T Zak…,NO AUTOCITA,,https://link.springer.com/article/10.1186/1471-2164-15-774,iETD1IdmAHgJ
14,114,FSH and FOXO1 regulate genes in the sterol/steroid and lipid biosynthetic pathways in granulosa cells,"Z Liu, MD Rudd, I Hernandez-Gonzalez… - Molecular …, 2009 - academic.oup.com",Z Liu; MD Rudd; I Hernandez-Gonzalez…,NO AUTOCITA,,https://academic.oup.com/mend/article-abstract/23/5/649/2661271,DVcUjri53PYJ
15,115,The mouse Balbiani body regulates primary oocyte quiescence via RNA storage,"L Lei, K Ikami, EA Diaz Miranda, S Ko, F Wilson… - Communications …, 2024 - nature.com",L Lei; K Ikami; EA Diaz Miranda; S Ko; F Wilson…,NO AUTOCITA,,https://www.nature.com/articles/s42003-024-06900-4,L66EJsAyo8gJ
16,116,The transcription factor encyclopedia,"D Yusuf, SL Butland, MI Swanson, E Bolotin, A Ticoll… - Genome biology, 2012 - Springer",D Yusuf; SL Butland; MI Swanson; E Bolotin; A Ticoll…,NO AUTOCITA,,https://link.springer.com/article/10.1186/gb-2012-13-3-r24,d62LxtbtES8J
17,117,Oogenesis: transcriptional regulators and mouse models,"K Jagarlamudi, A Rajkovic - Molecular and cellular endocrinology, 2012 - Elsevier",K Jagarlamudi; A Rajkovic,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S030372071100462X,xK-60ACPTe0J
18,118,The regulation of Sox9 expression in the gonad,"N Gonen, R Lovell-Badge - Current topics in developmental biology, 2019 - Elsevier",N Gonen; R Lovell-Badge,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0070215319300043,yIHF1t6aV98J
19,119,Just how conserved is vertebrate sex determination?,"A Cutting, J Chue, CA Smith - Developmental Dynamics, 2013 - Wiley Online Library",A Cutting; J Chue; CA Smith,NO AUTOCITA,,https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/dvdy.23944,JPJCUpffImwJ
20,120,Aromatase is a direct target of FOXL2: C134W in granulosa cell tumors via a single highly conserved binding site in the ovarian specific promoter,"NI Fleming, KC Knower, KA Lazarus, PJ Fuller… - PloS one, 2010 - journals.plos.org",NI Fleming; KC Knower; KA Lazarus; PJ Fuller…,NO AUTOCITA,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0014389,exDWBbyN-OgJ
1,121,Granulosa cells from human primordial and primary follicles show differential global gene expression profiles,"EH Ernst, S Franks, K Hardy, P Villesen… - Human …, 2018 - academic.oup.com",EH Ernst; S Franks; K Hardy; P Villesen,NO AUTOCITA,,https://academic.oup.com/humrep/article-abstract/33/4/666/4915549,Lvz6EVndqScJ
2,122,Loss of mitogen-activated protein kinase kinase kinase 4 (MAP3K4) reveals a requirement for MAPK signalling in mouse sex determination,"D Bogani, P Siggers, R Brixey, N Warr, S Beddow… - PLoS …, 2009 - journals.plos.org",D Bogani; P Siggers; R Brixey; N Warr; S Beddow…,NO AUTOCITA,,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1000196,sKKMg9rMRR8J
3,123,The oncogenic FOXL2 C134W mutation is a key driver of granulosa cell tumors,"E Llano, AL Todeschini, N Felipe-Medina… - Cancer …, 2023 - aacrjournals.org",E Llano; AL Todeschini; N Felipe-Medina…,NO AUTOCITA,,https://aacrjournals.org/cancerres/article-abstract/83/2/239/715073,9qhyLt1kdFcJ
4,124,Adult‐type granulosa cell tumor of the ovary: a FOXL2‐centric disease,"JA Pilsworth, DR Cochrane, SJ Neilson… - The Journal of …, 2021 - Wiley Online Library",JA Pilsworth; DR Cochrane; SJ Neilson…,NO AUTOCITA,,https://pathsocjournals.onlinelibrary.wiley.com/doi/abs/10.1002/cjp2.198,TpmA-pD3HQYJ
5,125,Dissecting the fate of Foxl2-expressing cells in fetal ovary using lineage tracing and single-cell transcriptomics,"J Zhou, X Jiang, H Wu, L Zhang, M Chen, M Chen… - Cell discovery, 2022 - nature.com",J Zhou; X Jiang; H Wu; L Zhang; M Chen; M Chen…,NO AUTOCITA,,https://www.nature.com/articles/s41421-022-00492-1,aZdo3Ye5G5IJ
6,126,Effect of cell shape and packing density on granulosa cell proliferation and formation of multiple layers during early follicle development in the ovary,"P Da Silva-Buttkus, GS Jayasooriya… - Journal of cell …, 2008 - journals.biologists.com",P Da Silva-Buttkus; GS Jayasooriya…,NO AUTOCITA,,https://journals.biologists.com/jcs/article-abstract/121/23/3890/30353,SKHRtdLR4DwJ
7,127,Wnt signaling promotes proliferation and stemness regulation of spermatogonial stem/progenitor cells,"N Golestaneh, E Beauchamp, S Fallen… - …, 2009 - rep.bioscientifica.com",N Golestaneh; E Beauchamp; S Fallen…,NO AUTOCITA,,https://rep.bioscientifica.com/view/journals/rep/138/1/151.xml,IhYRTCv1grYJ
8,128,Dynamics of the ovarian reserve and impact of genetic and epidemiological factors on age of menopause,"E Pelosi, E Simonsick, A Forabosco… - Biology of …, 2015 - academic.oup.com",E Pelosi; E Simonsick; A Forabosco…,NO AUTOCITA,,"https://academic.oup.com/biolreprod/article-abstract/92/5/130,%201-9/2434095",Nchv8L3G4vEJ
9,129,Dlx genes pattern mammalian jaw primordium by regulating both lower jaw-specific and upper jaw-specific genetic programs,"J Jeong, X Li, RJ McEvilly, MG Rosenfeld, T Lufkin… - 2008 - journals.biologists.com",J Jeong; X Li; RJ McEvilly; MG Rosenfeld; T Lufkin,NO AUTOCITA,,https://journals.biologists.com/dev/article-abstract/135/17/2905/64890,cKhcKCZ3SBkJ
10,130,Aromatase inhibition reduces expression of FOXL2 in the embryonic chicken ovary,"QJ Hudson, CA Smith… - … dynamics: an official …, 2005 - Wiley Online Library",QJ Hudson; CA Smith,NO AUTOCITA,,https://anatomypubs.onlinelibrary.wiley.com/doi/abs/10.1002/dvdy.20388,le3JfuOcg2EJ
11,131,Foxl2functions in sex determination and histogenesis throughout mouse ovary development,"JE Garcia-Ortiz, E Pelosi, S Omari, T Nedorezov… - BMC developmental …, 2009 - Springer",JE Garcia-Ortiz; E Pelosi; S Omari; T Nedorezov…,AUTOCITA,JE Garcia-Ortiz,https://link.springer.com/article/10.1186/1471-213X-9-36,Rl1L21WQ3r4J
12,132,Control of oocyte growth and development by intercellular communication within the follicular niche,"S El-Hayek, HJ Clarke - Molecular Mechanisms of Cell Differentiation in …, 2016 - Springer",S El-Hayek; HJ Clarke,NO AUTOCITA,,https://link.springer.com/chapter/10.1007/978-3-319-31973-5_8,aO75jSJ8Q_oJ
13,133,Establishment of ovarian reserve: a quantitative morphometric study of the developing human ovary,"A Forabosco, C Sforza - Fertility and Sterility, 2007 - Elsevier",A Forabosco; C Sforza,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0015028206047285,vN00JRCDoREJ
14,134,Signaling at the crossroads of gonad development,"AJ Ross, B Capel - Trends in Endocrinology & Metabolism, 2005 - cell.com",AJ Ross; B Capel,NO AUTOCITA,,https://www.cell.com/trends/endocrinology-metabolism/abstract/S1043-2760(04)00275-9,lmp1WgdEcKgJ
15,135,Molecular mechanisms of temperature-dependent sex determination in the context of ecological developmental biology,"Y Matsumoto, D Crews - Molecular and cellular endocrinology, 2012 - Elsevier",Y Matsumoto; D Crews,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0303720711006083,FfrNlCh-SooJ
16,136,Foxl2 function in ovarian development,"NH Uhlenhaut, M Treier - Molecular genetics and metabolism, 2006 - Elsevier",NH Uhlenhaut; M Treier,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S1096719206001065,sqxiAZrHsaIJ
17,137,Gestational exposure to an epidemiologically defined mixture of phthalates leads to gonadal dysfunction in mouse offspring of both sexes,"A Repouskou, E Panagiotidou, L Panagopoulou… - Scientific reports, 2019 - nature.com",A Repouskou; E Panagiotidou; L Panagopoulou…,NO AUTOCITA,,https://www.nature.com/articles/s41598-019-42377-6,ej8IVd3682AJ
18,138,FOXL2 and BMP2 Act Cooperatively to Regulate Follistatin Gene Expression during Ovarian Development,"K Kashimada, E Pelosi, H Chen, D Schlessinger… - …, 2011 - academic.oup.com",K Kashimada; E Pelosi; H Chen; D Schlessinger…,NO AUTOCITA,,https://academic.oup.com/endo/article-abstract/152/1/272/2456652,tp_lDhMv1RAJ
19,139,Genome-wide identification of FOXL2 binding and characterization of FOXL2 feminizing action in the fetal gonads,"B Nicol, SA Grimm, A Gruzdev, GJ Scott… - Human molecular …, 2018 - academic.oup.com",B Nicol; SA Grimm; A Gruzdev; GJ Scott…,NO AUTOCITA,,https://academic.oup.com/hmg/article-abstract/27/24/4273/5096171,PXTB7WSxBpYJ
20,140,FOXL2 mutations and genomic rearrangements in BPES,"D Beysen, A De Paepe, E De Baere - Human mutation, 2009 - Wiley Online Library",D Beysen; A De Paepe; E De Baere,NO AUTOCITA,,https://onlinelibrary.wiley.com/doi/abs/10.1002/humu.20807,C58BfTgZGyIJ
1,141,Multi-marker assessment of ovarian reserve predicts oocyte yield after ovulation induction,"M Al-Azemi, SR Killick, S Duffy, C Pye… - Human …, 2011 - academic.oup.com",M Al-Azemi; SR Killick; S Duffy; C Pye…,NO AUTOCITA,,https://academic.oup.com/humrep/article-abstract/26/2/414/595086,iYYLIWOcf34J
2,142,Maternal exposure to polycyclic aromatic hydrocarbons diminishes murine ovarian reserve via induction of Harakiri,"A Jurisicova, A Taniuchi, H Li, Y Shang… - The Journal of clinical …, 2007 - jci.org",A Jurisicova; A Taniuchi; H Li; Y Shang…,NO AUTOCITA,,https://www.jci.org/articles/view/28493,lZ3fo8gG4MoJ
3,143,Genetics of early mammalian folliculogenesis,"Y Choi, A Rajkovic - Cellular and molecular life sciences, 2006 - Springer",Y Choi; A Rajkovic,NO AUTOCITA,,https://link.springer.com/article/10.1007/s00018-005-5394-7,dikQgx6TH54J
4,144,"Coordination of cellular differentiation, polarity, mitosis and meiosis–new findings from early vertebrate oogenesis","YM Elkouby, MC Mullins - Developmental biology, 2017 - Elsevier",YM Elkouby; MC Mullins,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0012160616306133,afPk_kbDvIYJ
5,145,The pathway to femaleness: current knowledge on embryonic development of the ovary,"HHC Yao - Molecular and cellular endocrinology, 2005 - Elsevier",HHC Yao,NO AUTOCITA,,https://www.sciencedirect.com/science/article/pii/S0303720704004198,jNW44oJQG8EJ
6,146,FOXO1/3 and PTEN depletion in granulosa cells promotes ovarian granulosa cell tumor development,"Z Liu, YA Ren, SA Pangas, J Adams… - Molecular …, 2015 - academic.oup.com",Z Liu; YA Ren; SA Pangas; J Adams…,NO AUTOCITA,,https://academic.oup.com/mend/article-abstract/29/7/1006/2556554,Iy5G2sLYtW4J
7,147,Transcriptional regulation of early oogenesis: in search of masters,"SA Pangas, A Rajkovic - Human Reproduction Update, 2006 - academic.oup.com",SA Pangas; A Rajkovic,NO AUTOCITA,,https://academic.oup.com/humupd/article-abstract/12/1/65/607038,GKsIe2UwHekJ
8,148,"FOXL2 in the pituitary: molecular, genetic, and developmental analysis","BS Ellsworth, N Egashira, JL Haller… - Molecular …, 2006 - academic.oup.com",BS Ellsworth; N Egashira; JL Haller…,NO AUTOCITA,,https://academic.oup.com/mend/article-abstract/20/11/2796/2738404,eOraiG-JRSYJ
9,149,Perivascular cells support folliculogenesis in the developing ovary,"SY Li, B Bhandary, X Gu, T DeFalco - … of the National Academy of Sciences, 2022 - pnas.org",SY Li; B Bhandary; X Gu; T DeFalco,NO AUTOCITA,,https://www.pnas.org/doi/abs/10.1073/pnas.2213026119,-0Sc336PvVkJ
